type,val,cat1,cat2,pval
doc_date,2008,wrong_true_all_10,correct_true_all_10,0.0002607296328553165
doc_date,2007,wrong_true_all_10,correct_true_all_10,0.0002607296328553165
doc_source,politifact,wrong_true_all_10,wrong_false_all_10,9.335176791582255e-05
doc_source,politifact,wrong_true_all_10,correct_true_all_10,0.008500118405613526
doc_source,politifact,wrong_true_all_10,correct_false_all_10,0.009500910792528969
doc_source,politifact,wrong_false_all_10,correct_true_all_10,1.0
doc_source,politifact,wrong_false_all_10,correct_false_all_10,1.0
doc_source,politifact,correct_true_all_10,correct_false_all_10,1.0
doc_source,abc,wrong_true_all_10,wrong_false_all_10,5.805769610139404e-06
doc_source,abc,wrong_true_all_10,correct_true_all_10,0.0004734134574153695
doc_source,abc,wrong_true_all_10,correct_false_all_10,0.00029872507472503314
doc_source,abc,wrong_false_all_10,correct_true_all_10,1.0
doc_source,abc,wrong_false_all_10,correct_false_all_10,1.0
doc_source,abc,correct_true_all_10,correct_false_all_10,1.0
doc_overall-truthfulness_value,completely-agree,wrong_true_all_10,correct_false_all_10,1.0
doc_overall-truthfulness_value,completely-agree,wrong_true_all_10,correct_true_all_10,1.8251529479737537e-06
doc_overall-truthfulness_value,completely-agree,wrong_true_all_10,wrong_false_all_10,0.00025969397214242523
doc_overall-truthfulness_value,completely-agree,correct_false_all_10,correct_true_all_10,0.0009565241848987479
doc_overall-truthfulness_value,completely-agree,correct_false_all_10,wrong_false_all_10,0.01859488541985713
doc_overall-truthfulness_value,completely-agree,correct_true_all_10,wrong_false_all_10,1.0
doc_overall-truthfulness_value,agree,wrong_true_all_10,correct_false_all_10,0.15818694707361894
doc_overall-truthfulness_value,agree,wrong_true_all_10,correct_true_all_10,1.0
doc_overall-truthfulness_value,agree,wrong_true_all_10,wrong_false_all_10,0.10332567643997626
doc_overall-truthfulness_value,agree,correct_false_all_10,correct_true_all_10,0.11419216152819024
doc_overall-truthfulness_value,agree,correct_false_all_10,wrong_false_all_10,0.00011276803600891684
doc_overall-truthfulness_value,agree,correct_true_all_10,wrong_false_all_10,0.1462088582349305
doc_overall-truthfulness_value,disagree,wrong_true_all_10,correct_false_all_10,0.7292452359696169
doc_overall-truthfulness_value,disagree,wrong_true_all_10,correct_true_all_10,0.0002725354606715977
doc_overall-truthfulness_value,disagree,wrong_true_all_10,wrong_false_all_10,0.0005750552432888126
doc_overall-truthfulness_value,disagree,correct_false_all_10,correct_true_all_10,0.01648775060159
doc_overall-truthfulness_value,disagree,correct_false_all_10,wrong_false_all_10,0.051712836232626486
doc_overall-truthfulness_value,disagree,correct_true_all_10,wrong_false_all_10,1.0
doc_overall-truthfulness_value,completely-disagree,wrong_true_all_10,correct_false_all_10,1.0
doc_overall-truthfulness_value,completely-disagree,wrong_true_all_10,correct_true_all_10,1.0
doc_overall-truthfulness_value,completely-disagree,wrong_true_all_10,wrong_false_all_10,0.0004855493969350319
doc_overall-truthfulness_value,completely-disagree,correct_false_all_10,correct_true_all_10,0.09136772101686365
doc_overall-truthfulness_value,completely-disagree,correct_false_all_10,wrong_false_all_10,7.580664248483207e-08
doc_overall-truthfulness_value,completely-disagree,correct_true_all_10,wrong_false_all_10,0.0976367400564736
doc_confidence_value,completely-agree,wrong_true_all_10,correct_false_all_10,1.0
doc_confidence_value,completely-agree,wrong_true_all_10,correct_true_all_10,0.030306761608586436
doc_confidence_value,completely-agree,wrong_true_all_10,wrong_false_all_10,1.0
doc_confidence_value,completely-agree,correct_false_all_10,correct_true_all_10,0.09555773949030714
doc_confidence_value,completely-agree,correct_false_all_10,wrong_false_all_10,1.0
doc_confidence_value,completely-agree,correct_true_all_10,wrong_false_all_10,0.5904482108545206
doc_confidence_value,disagree,wrong_true_all_10,correct_false_all_10,1.0
doc_confidence_value,disagree,wrong_true_all_10,correct_true_all_10,0.06559743571752302
doc_confidence_value,disagree,wrong_true_all_10,wrong_false_all_10,0.7263309389020325
doc_confidence_value,disagree,correct_false_all_10,correct_true_all_10,0.003129035959201303
doc_confidence_value,disagree,correct_false_all_10,wrong_false_all_10,0.06662820267980421
doc_confidence_value,disagree,correct_true_all_10,wrong_false_all_10,1.0
doc_correctness_value,completely-agree,wrong_true_all_10,correct_false_all_10,1.0
doc_correctness_value,completely-agree,wrong_true_all_10,correct_true_all_10,8.8491742204107e-06
doc_correctness_value,completely-agree,wrong_true_all_10,wrong_false_all_10,0.0004138289594044055
doc_correctness_value,completely-agree,correct_false_all_10,correct_true_all_10,0.0012882055284459569
doc_correctness_value,completely-agree,correct_false_all_10,wrong_false_all_10,0.012778239002881836
doc_correctness_value,completely-agree,correct_true_all_10,wrong_false_all_10,1.0
doc_correctness_value,disagree,wrong_true_all_10,correct_false_all_10,0.07132943698907625
doc_correctness_value,disagree,wrong_true_all_10,correct_true_all_10,3.877033620849045e-05
doc_correctness_value,disagree,wrong_true_all_10,wrong_false_all_10,0.009450646594014537
doc_correctness_value,disagree,correct_false_all_10,correct_true_all_10,0.046568200706978716
doc_correctness_value,disagree,correct_false_all_10,wrong_false_all_10,1.0
doc_correctness_value,disagree,correct_true_all_10,wrong_false_all_10,0.21318056362102883
doc_correctness_value,completely-disagree,wrong_true_all_10,correct_false_all_10,1.0
doc_correctness_value,completely-disagree,wrong_true_all_10,correct_true_all_10,0.9069002588765186
doc_correctness_value,completely-disagree,wrong_true_all_10,wrong_false_all_10,6.684582829506198e-05
doc_correctness_value,completely-disagree,correct_false_all_10,correct_true_all_10,0.33582173990411546
doc_correctness_value,completely-disagree,correct_false_all_10,wrong_false_all_10,6.734751910171228e-07
doc_correctness_value,completely-disagree,correct_true_all_10,wrong_false_all_10,0.07444124107390115
doc_neutrality_value,completely-disagree,wrong_true_all_10,correct_false_all_10,1.0
doc_neutrality_value,completely-disagree,wrong_true_all_10,correct_true_all_10,0.23106001954845712
doc_neutrality_value,completely-disagree,wrong_true_all_10,wrong_false_all_10,0.0013040015081448486
doc_neutrality_value,completely-disagree,correct_false_all_10,correct_true_all_10,0.08222706093577313
doc_neutrality_value,completely-disagree,correct_false_all_10,wrong_false_all_10,1.872307049082152e-05
doc_neutrality_value,completely-disagree,correct_true_all_10,wrong_false_all_10,1.0
doc_completeness_value,completely-disagree,wrong_true_all_10,correct_false_all_10,0.6213409572263698
doc_completeness_value,completely-disagree,wrong_true_all_10,correct_true_all_10,0.05769346163930721
doc_completeness_value,completely-disagree,wrong_true_all_10,wrong_false_all_10,0.0049365770890938965
doc_completeness_value,completely-disagree,correct_false_all_10,correct_true_all_10,0.8807506002006114
doc_completeness_value,completely-disagree,correct_false_all_10,wrong_false_all_10,0.2627051291430035
doc_completeness_value,completely-disagree,correct_true_all_10,wrong_false_all_10,1.0
doc_speaker's-trustworthiness_value,completely-agree,wrong_true_all_10,correct_false_all_10,0.9108745677624837
doc_speaker's-trustworthiness_value,completely-agree,wrong_true_all_10,correct_true_all_10,0.44609978278202206
doc_speaker's-trustworthiness_value,completely-agree,wrong_true_all_10,wrong_false_all_10,0.10671768414693922
doc_speaker's-trustworthiness_value,completely-agree,correct_false_all_10,correct_true_all_10,0.022734360465730664
doc_speaker's-trustworthiness_value,completely-agree,correct_false_all_10,wrong_false_all_10,0.00450477388835156
doc_speaker's-trustworthiness_value,completely-agree,correct_true_all_10,wrong_false_all_10,1.0
doc_speaker's-trustworthiness_value,agree,wrong_true_all_10,correct_false_all_10,1.0
doc_speaker's-trustworthiness_value,agree,wrong_true_all_10,correct_true_all_10,0.11895060494739354
doc_speaker's-trustworthiness_value,agree,wrong_true_all_10,wrong_false_all_10,0.13925990207477218
doc_speaker's-trustworthiness_value,agree,correct_false_all_10,correct_true_all_10,0.12208488694408781
doc_speaker's-trustworthiness_value,agree,correct_false_all_10,wrong_false_all_10,0.13478480449132818
doc_speaker's-trustworthiness_value,agree,correct_true_all_10,wrong_false_all_10,1.0
doc_speaker's-trustworthiness_value,disagree,wrong_true_all_10,correct_false_all_10,1.0
doc_speaker's-trustworthiness_value,disagree,wrong_true_all_10,correct_true_all_10,0.09728105071377538
doc_speaker's-trustworthiness_value,disagree,wrong_true_all_10,wrong_false_all_10,0.0008457438484958007
doc_speaker's-trustworthiness_value,disagree,correct_false_all_10,correct_true_all_10,0.38496701537224826
doc_speaker's-trustworthiness_value,disagree,correct_false_all_10,wrong_false_all_10,0.006159662810481141
doc_speaker's-trustworthiness_value,disagree,correct_true_all_10,wrong_false_all_10,1.0
doc_speaker's-trustworthiness_value,completely-disagree,wrong_true_all_10,correct_false_all_10,1.0
doc_speaker's-trustworthiness_value,completely-disagree,wrong_true_all_10,correct_true_all_10,0.16247896469715628
doc_speaker's-trustworthiness_value,completely-disagree,wrong_true_all_10,wrong_false_all_10,0.05720164697212264
doc_speaker's-trustworthiness_value,completely-disagree,correct_false_all_10,correct_true_all_10,0.09484421289133449
doc_speaker's-trustworthiness_value,completely-disagree,correct_false_all_10,wrong_false_all_10,0.013882055729086313
doc_speaker's-trustworthiness_value,completely-disagree,correct_true_all_10,wrong_false_all_10,1.0
doc_informativeness_value,completely-agree,wrong_true_all_10,correct_false_all_10,1.0
doc_informativeness_value,completely-agree,wrong_true_all_10,correct_true_all_10,0.0044571778315586254
doc_informativeness_value,completely-agree,wrong_true_all_10,wrong_false_all_10,0.018315909806332353
doc_informativeness_value,completely-agree,correct_false_all_10,correct_true_all_10,0.02420044999150662
doc_informativeness_value,completely-agree,correct_false_all_10,wrong_false_all_10,0.0656628645172857
doc_informativeness_value,completely-agree,correct_true_all_10,wrong_false_all_10,1.0
doc_informativeness_value,disagree,wrong_true_all_10,correct_false_all_10,1.0
doc_informativeness_value,disagree,wrong_true_all_10,correct_true_all_10,0.03746128447284395
doc_informativeness_value,disagree,wrong_true_all_10,wrong_false_all_10,0.06614049832932871
doc_informativeness_value,disagree,correct_false_all_10,correct_true_all_10,0.18464570205552655
doc_informativeness_value,disagree,correct_false_all_10,wrong_false_all_10,0.383880320958681
doc_informativeness_value,disagree,correct_true_all_10,wrong_false_all_10,1.0
doc_informativeness_value,completely-disagree,wrong_true_all_10,correct_false_all_10,1.0
doc_informativeness_value,completely-disagree,wrong_true_all_10,correct_true_all_10,1.0
doc_informativeness_value,completely-disagree,wrong_true_all_10,wrong_false_all_10,0.4769732972475927
doc_informativeness_value,completely-disagree,correct_false_all_10,correct_true_all_10,0.20485639949619183
doc_informativeness_value,completely-disagree,correct_false_all_10,wrong_false_all_10,0.02445120054912239
doc_informativeness_value,completely-disagree,correct_true_all_10,wrong_false_all_10,1.0
doc_overall-truthfulness_url,www.youtube.com,correct_false_all_10,correct_true_all_10,0.0022956526331161828
doc_overall-truthfulness_url,www.youtube.com,correct_false_all_10,wrong_false_all_10,0.0005739439344325948
doc_overall-truthfulness_url,www.youtube.com,correct_false_all_10,wrong_true_all_10,0.00018141326529693758
doc_overall-truthfulness_url,www.youtube.com,correct_true_all_10,wrong_false_all_10,1.0
doc_overall-truthfulness_url,www.youtube.com,correct_true_all_10,wrong_true_all_10,1.0
doc_overall-truthfulness_url,www.youtube.com,wrong_false_all_10,wrong_true_all_10,1.0
response_position,25,wrong_false_all_10,correct_false_all_10,0.04550026389635857
